Date,ISIN,Scrip Code, Scrip Name,MWPL,Open Interest
01-02-2024,INE383A01012,530005,INDIACEM,44362911,54148800
01-02-2024,INE121J01017,534816,INDUSTOWER,166895623,219524400
01-02-2024,INE114A01011,500113,SAIL,289139949,282776000
01-02-2024,INE256A01028,505537,ZEEL,184440627,167934000
