ScripCode,ScripId,BSE Exclusive,Status,GroupName,GSM,Long_Term_Additional_Surveillance_Measure (Long Term ASM),Unsolicited_SMS,Insolvency_Resolution_Process(IRP),Short_Term_Additional_Surveillance_Measure (Short Term ASM),Default,ICA,Filler4,Filler5,Pledge,Add-on_PB,Total Pledge,Social Media Platforms,ESM,Loss making,The Overall encumbered share in the scrip is more than 50 Percent.,Under Z Group,Company has failed to pay Annual listing fee,Filler12,Derivative contracts in the scrip to be moved out of F and O,Filler13,Filler14,Filler15,Filler16
531881,GMETCOAL,Y,S,Z,100,100,100,1,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531878,ANJANIFIN,Y,A,XT,100,100,100,100,100,100,100,,,100,100,100,100,1,100,100,100,100,,100,,,,
531870,POPULARES,Y,A,XT,100,100,100,100,100,100,100,,,100,100,100,100,100,0,100,100,100,,100,,,,
531869,SACHEMT,Y,A,X,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531867,UNITINT,Y,A,XT,0,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531866,AAGAMCAP,Y,S,XT,100,100,100,100,100,100,100,,,100,100,100,100,100,0,100,100,0,,100,,,,
531863,SIGRUN,Y,S,XT,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531862,BHARATAGRI,Y,A,X,100,100,100,100,1,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531861,JOINDRE,Y,A,XT,100,100,100,100,100,100,100,,,100,100,100,100,1,100,100,100,100,,100,,,,
531859,ORIRAIL,Y,A,XT,100,4,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531855,PRABHAVIN,Y,S,XT,3,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531847,ASTAR,Y,A,B,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531846,TRINITYLEA,Y,A,XT,0,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531845,ZENITHSTL,N,A,B,100,1,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531842,LAHOTIOV,Y,A,XT,100,100,100,100,100,100,100,,,100,100,100,100,1,100,100,100,100,,100,,,,
531841,INDUSFINL,Y,A,X,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531840,IECEDU,Y,S,Z,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,0,100,,100,,,,
531834,NATHUEC,Y,A,X,0,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531832,NAGTECH,Y,A,XT,100,100,100,100,100,100,100,,,100,100,100,100,2,100,100,100,100,,100,,,,
531825,RCCEMEN,Y,S,XT,0,100,100,100,100,100,100,,,100,100,100,100,100,0,100,100,0,,100,,,,
531822,RODIUM,Y,A,XT,2,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531821,MUNOTHFI,Y,A,X,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531819,NUWAY,Y,A,Z,1,100,100,100,100,100,100,,,100,100,100,100,100,100,100,0,100,,100,,,,
531814,TIRSARJ,Y,A,XT,100,100,100,100,100,100,100,,,100,100,100,100,1,100,100,100,100,,100,,,,
531813,GANGAPA,Y,A,XT,100,100,100,100,100,100,100,,,100,100,100,100,1,100,100,100,100,,100,,,,
531812,SGNTE,Y,A,XT,1,100,100,100,100,100,100,,,100,100,100,100,100,0,100,100,100,,100,,,,
531810,METALCO,Y,A,X,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531802,PRERINFRA,Y,A,X,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531797,SCANPRO,Y,A,XT,0,100,100,100,100,100,100,,,100,100,100,100,1,100,100,100,100,,100,,,,
531795,ATULAUTO,N,A,B,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531794,SESHACHAL,Y,S,X,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531784,KCLINFRA,Y,A,X,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531781,SAPANCHEM,Y,S,Z,100,100,100,0,100,100,100,,,100,100,100,100,100,100,100,0,100,,100,,,,
531780,KACL,Y,A,X,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531779,PADALPO,Y,A,XT,0,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531778,KACHCHH,Y,A,X,100,1,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531775,CISTRO,Y,S,XT,3,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531771,SHRADDHA,Y,A,XT,100,100,100,100,100,100,100,,,100,100,100,100,2,0,100,100,100,,100,,,,
531769,PFLINFOTC,Y,S,Z,0,100,100,100,100,100,100,,,100,100,100,100,1,0,100,100,0,,100,,,,
531768,POLYMED,N,A,A,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531762,UNJHAFOR,Y,S,XT,3,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531761,APOLLOPIPE,N,A,A,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531758,GKCONS,Y,A,X,0,1,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531752,BIOGEN,Y,A,XT,100,100,100,100,100,100,100,,,100,100,100,100,2,100,100,100,100,,100,,,,
531746,PRAENG,N,A,T,100,100,100,100,100,100,100,,,100,100,100,100,2,100,100,100,100,,100,,,,
531744,GINISILK,Y,A,XT,100,100,100,100,100,100,100,,,100,100,100,100,1,100,100,100,100,,100,,,,
531743,HIRAUTO,Y,A,P,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531739,GENNEX,Y,A,XT,100,100,100,100,100,100,100,,,100,100,100,100,1,100,100,100,100,,100,,,,
531738,SILICON,Y,S,XT,6,100,100,100,100,100,100,,,100,100,100,100,100,0,100,100,100,,100,,,,
531737,GREENCREST,Y,A,XT,100,100,100,100,100,100,100,,,100,100,100,100,1,100,100,100,100,,100,,,,
531735,PRISMFN,Y,A,P,100,100,100,100,100,100,100,,,100,100,100,100,1,100,100,100,100,,100,,,,
531727,MENNPIS,Y,A,X,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531726,PANCHSHEEL,Y,A,X,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531724,HRBFLOR,Y,S,XT,0,100,100,100,100,100,100,,,100,100,100,100,100,0,100,100,0,,100,,,,
531723,GATECH,N,A,T,100,100,100,100,100,100,100,,,100,100,100,100,1,100,100,100,100,,100,,,,
531719,BHAGCHEM,N,A,B,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531717,VIDHIING,N,A,B,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531716,TRICOMFRU,Y,A,XT,0,100,100,100,100,100,100,,,100,100,100,100,100,0,0,100,100,,100,,,,
531712,TRILOGIC,Y,S,Z,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,0,100,,100,,,,
531696,VSDCONF,Y,A,XT,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531694,RAINBOWF,Y,A,X,100,1,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531692,KHYATI,Y,S,XT,4,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531688,PRITHVIEXCH,Y,A,XT,100,100,100,100,100,100,100,,,100,100,100,100,2,100,100,100,100,,100,,,,
531687,KGL,N,S,Z,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531686,ADVIKLA,Y,S,XT,4,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,0,,100,,,,
531685,FRONTFN,Y,S,XT,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531682,CATECH,Y,S,Z,100,100,100,100,100,100,100,,,100,100,100,100,100,0,100,0,0,,100,,,,
531681,AMERISE,Y,A,X,0,1,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531680,MAYUR,Y,S,Z,0,100,100,100,100,100,100,,,100,100,100,100,100,100,100,0,0,,100,,,,
531677,ARISINT,Y,S,XT,4,100,100,100,100,100,100,,,100,100,100,100,100,0,100,100,100,,100,,,,
531676,VAGHANI,Y,A,X,1,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531673,ANKIN,Y,A,XT,0,100,100,100,100,100,100,,,100,100,100,100,2,100,100,100,100,,100,,,,
531672,INANISEC,Y,A,XT,100,100,100,100,100,100,100,,,100,100,100,100,1,100,100,100,100,,100,,,,
531671,BISIL,Y,A,XT,0,100,100,100,100,100,100,,,100,100,100,100,1,100,100,100,100,,100,,,,
531668,VISIONCO,Y,A,XT,100,100,100,100,100,100,100,,,100,100,100,100,2,100,100,100,100,,100,,,,
531667,RRMETAL,Y,A,XT,2,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531663,YUVRAAJHPL,Y,S,XT,4,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531661,HITTCO,Y,A,X,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531658,ABATEAS,Y,S,XT,4,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531653,CHABRASP,Y,S,XT,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,0,,100,,,,
531652,THIRDFIN,Y,S,XT,4,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531651,NATGENI,Y,A,XT,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531650,VAXHS,Y,S,Z,0,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,0,,100,,,,
531648,MAHAVIRIND,Y,S,Z,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,0,0,,100,,,,
531647,BJDUP,Y,S,XT,100,100,100,100,100,100,100,,,100,100,100,100,100,0,100,100,100,,100,,,,
531644,TOKYOFIN,Y,A,X,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531642,MARICO,N,A,A,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531640,SICL,Y,A,P,0,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531638,SURAJLTD,Y,A,X,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531637,PRAVEG,Y,A,B,100,1,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531635,SILVOAK,Y,S,XT,3,100,100,100,100,100,100,,,100,100,100,100,100,0,100,100,100,,100,,,,
531633,LINCOLN,N,A,B,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531628,TEJASSVI,Y,A,XT,0,100,100,100,100,100,100,,,100,100,100,100,2,100,100,100,100,,100,,,,
531626,OROSMITHS,Y,A,X,0,1,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531625,SANHP,Y,S,P,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531624,COUNCODOS,N,A,T,100,100,100,100,100,100,100,,,100,100,100,100,1,100,100,100,100,,100,,,,
531621,CENTERAC,Y,S,X,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531616,STARCOM,Y,S,XT,100,100,100,100,100,100,100,,,100,100,100,100,100,0,100,100,0,,100,,,,
531615,ERABUILD,Y,S,Z,100,100,100,0,100,100,100,,,100,100,100,100,100,100,100,0,100,,100,,,,
531613,MAL,Y,A,XT,2,100,100,100,100,100,100,,,100,100,100,100,100,0,100,100,100,,100,,,,
531611,AADHAARVEN,Y,S,XT,3,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,0,,100,,,,
531610,UFMINDL,Y,S,P,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531609,KGPETRO,Y,A,X,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531608,GORANIN,Y,A,X,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531600,GOGIACAP,Y,A,X,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531599,FDC,N,A,A,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531597,MIDPOLY,Y,S,XT,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531595,CGCL,N,A,A,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531594,INCON,Y,A,XT,0,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531592,GENPHARMA,Y,A,XT,100,100,100,100,100,100,100,,,100,100,100,100,2,100,100,100,100,,100,,,,
531591,BAMPSL,Y,A,X,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531585,DEVINE,Y,A,XT,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531583,RAP,Y,A,X,0,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531582,BERYLSE,Y,A,XT,0,100,100,100,100,100,100,,,100,100,100,100,1,100,100,100,100,,100,,,,
531578,KMFBLDR,Y,A,XT,100,100,100,100,100,100,100,,,100,100,100,100,2,100,100,100,100,,100,,,,
531574,VASINFRA,Y,A,X,0,1,100,100,100,100,100,,,100,100,100,100,100,0,100,100,100,,100,,,,
531572,RANJITSE,Y,S,XT,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531569,SANJIVIN,Y,A,XT,100,100,100,100,100,100,100,,,100,100,100,100,1,100,100,100,100,,100,,,,
531568,ASHUTPM,Y,S,XT,4,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531562,PUSHPIN,Y,A,Y,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531560,AROMAENT,Y,S,Z,0,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,0,,100,,,,
531557,AMITSEC,Y,S,Z,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,0,100,,100,,,,
531556,CORALFINAC,N,A,T,100,100,100,100,100,100,100,,,100,100,100,100,1,100,100,100,100,,100,,,,
531553,DRL,Y,A,XT,100,100,100,100,100,100,100,,,100,100,100,100,2,100,100,100,100,,100,,,,
531552,RAGHUTOB,Y,A,XT,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531550,JHACC,Y,A,XT,0,100,100,100,100,100,100,,,100,1,100,100,2,100,100,100,100,,100,,,,
531548,SOMANYCERA,N,A,A,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531547,TIRIN,Y,S,Z,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531543,JINDWORLD,N,A,A,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531541,KOBO,Y,A,Z,0,100,100,100,100,100,100,,,100,100,100,100,1,0,100,100,100,,100,,,,
531540,MAINFRA,Y,A,X,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531539,RISHDIGA,Y,A,XT,0,100,100,100,100,100,100,,,100,100,100,100,2,0,100,100,100,,100,,,,
531537,JYOTHI,Y,S,XT,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,0,,100,,,,
531536,SRIMT,Y,S,Z,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,0,,100,,,,
531533,ACCEDERE,Y,A,XT,2,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531531,HATSUN,N,A,A,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531530,BETALA,Y,S,XT,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,0,,100,,,,
531529,SOFTRAKV,Y,A,X,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531525,ACESOFT,Y,A,XT,100,100,100,100,100,100,100,,,100,100,100,100,2,100,100,100,100,,100,,,,
531524,ICSA,N,S,Z,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,0,0,,100,,,,
531521,DESHRAK,Y,A,P,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531518,VIKASPROP,Y,A,Z,1,100,100,0,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531515,MAHANIN,Y,A,XT,100,100,100,100,100,100,100,,,100,100,100,100,2,100,100,100,100,,100,,,,
531512,ORIENTTR,Y,A,X,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531509,STEP2COR,Y,A,XT,100,100,100,100,100,100,100,,,100,100,100,100,2,100,100,100,100,,100,,,,
531508,EVEREADY,N,A,A,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531506,SKRABUL,Y,A,XT,0,100,100,100,100,100,100,,,100,100,100,100,2,100,100,100,100,,100,,,,
531505,INDERGR,Y,A,XT,0,100,100,100,100,100,100,,,100,100,100,100,2,100,100,100,100,,100,,,,
531503,MARIS,Y,A,X,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531502,ESARIND,Y,A,XT,100,100,100,100,100,100,100,,,100,100,100,100,2,100,100,100,100,,100,,,,
531500,RAJESHEXPO,N,A,A,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531499,SYBLY,Y,A,XT,1,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531497,MADHUCON,N,A,T,100,100,100,100,100,100,100,,,100,100,100,100,2,100,100,100,100,,100,,,,
531496,OMKAR,Y,S,XT,4,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531495,BLUECOAST,N,S,T,4,100,100,100,100,100,100,,,100,100,100,100,100,0,100,100,100,,100,,,,
531494,NAVKAR,Y,A,XT,100,100,100,100,100,100,100,,,100,100,100,100,1,100,100,100,100,,100,,,,
531489,CGVAK,Y,A,X,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531486,FILME,Y,S,Z,6,100,100,100,100,100,100,,,100,100,100,100,100,100,100,0,100,,100,,,,
531472,CYBELEIND,Y,A,XT,100,100,100,100,100,100,100,,,100,100,100,100,1,100,100,100,100,,100,,,,
531471,DUKEOFS,Y,A,X,0,1,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531465,NOUVEAU,Y,A,X,0,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531463,GBLINFRA,Y,S,Z,100,100,100,0,100,100,100,,,100,100,100,100,100,100,100,0,0,,100,,,,
531460,CONTICON,Y,A,XT,0,100,100,100,100,100,100,,,100,100,100,100,2,100,100,100,100,,100,,,,
531458,BOSTONBIO,Y,S,XT,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,0,,100,,,,
531457,NARSM,Y,S,Z,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531456,MINAXI,Y,A,XT,0,100,100,100,100,100,100,,,100,100,100,100,2,100,100,100,100,,100,,,,
531454,POLYLINK,Y,A,XT,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531453,MOHITIND,N,A,B,100,1,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531452,NCCFIN,Y,S,XT,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531449,GRMOVER,N,A,B,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531448,SAFALSEC,Y,S,Z,100,100,100,0,100,100,100,,,100,100,100,100,100,100,100,0,100,,100,,,,
531444,VARDHMAN,Y,A,XT,0,100,100,100,100,100,100,,,100,100,100,100,2,0,100,100,100,,100,,,,
531441,LYONSCO,Y,S,XT,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531439,GOLDTECH,N,A,T,100,100,100,100,100,100,100,,,100,100,100,100,1,100,100,100,100,,100,,,,
531437,PWASML,Y,A,X,100,1,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531436,SAFFRON,Y,A,XT,0,100,100,100,100,100,100,,,100,100,100,100,2,100,100,100,100,,100,,,,
531433,SUNGOLD,Y,A,XT,2,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531432,SYTIXSE,Y,A,X,0,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531431,SHAKTIPUMP,N,A,T,100,4,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531429,ADVENT,Y,S,Z,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,0,0,,100,,,,
531426,TNPL,N,A,B,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531420,BMBMUMG,Y,S,Z,0,100,100,100,100,100,100,,,100,100,100,100,100,100,100,0,100,,100,,,,
531417,MEGACOR,Y,A,XT,100,100,100,100,100,100,100,,,100,100,100,100,1,100,100,100,100,,100,,,,
531416,NARPROP,Y,A,XT,100,100,100,100,100,100,100,,,100,100,100,100,2,100,100,100,100,,100,,,,
531413,KIRANPR,Y,A,X,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531412,RADIXIND,Y,A,XT,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531411,TUNITEX,Y,A,X,1,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531409,ALCHCORP,Y,A,X,100,1,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531406,ANSINDUS,Y,A,XT,0,100,100,100,100,100,100,,,100,100,100,100,100,0,100,100,100,,100,,,,
531404,ZICOM,N,S,Z,100,100,100,0,100,100,100,,,100,100,100,100,100,100,100,0,0,,100,,,,
531402,LWSKNIT,Y,A,XT,100,100,100,100,100,100,100,,,100,100,100,100,2,100,100,100,100,,100,,,,
531400,ALMONDZ,N,A,T,100,100,100,100,100,100,100,,,100,100,100,100,1,100,100,100,100,,100,,,,
531399,GGAUTO,Y,A,XT,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531398,SOURCENTRL,Y,A,X,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531397,POLYCON,Y,A,X,0,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531396,WOMENNET,Y,A,XT,0,100,100,100,100,100,100,,,100,100,100,100,2,100,100,100,100,,100,,,,
531395,PADAMCO,Y,A,XT,100,100,100,100,100,100,100,,,100,100,100,100,2,100,100,100,100,,100,,,,
531392,ASFLORA,Y,S,Z,0,100,100,100,100,100,100,,,100,100,100,100,100,100,100,0,100,,100,,,,
531390,UPSURGE,Y,A,XT,100,100,100,100,100,100,100,,,100,100,100,100,1,100,100,100,100,,100,,,,
531387,HASTIFIN,Y,A,XT,0,100,100,100,100,100,100,,,100,100,100,100,1,100,100,100,100,,100,,,,
531381,ARIHANT,Y,A,X,100,100,100,100,1,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531380,CSURGSU,Y,A,X,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531375,GCCLINP,Y,S,P,100,100,100,0,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531373,BYKE,N,A,T,100,100,100,100,100,100,100,,,100,100,100,100,1,100,100,100,100,,100,,,,
531371,RUPEBAR,N,S,T,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531370,SPAR,Y,A,XT,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531364,EKANSH,Y,A,X,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531360,GOLECHA,Y,A,XT,1,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531359,SRAMSET,Y,A,X,100,100,100,100,100,100,100,,,100,100,100,100,100,0,100,100,100,,100,,,,
531358,CHOICEIN,N,A,A,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531357,MERCURYEV,Y,A,XT,100,4,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531352,PEETISEC,Y,A,XT,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531349,PANACEABIO,N,A,B,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531346,EASTRED,Y,A,X,0,1,100,100,100,100,100,,,100,100,100,100,100,0,100,100,100,,100,,,,
531344,CONCOR,N,A,A,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531343,INDINFRA,Y,S,Z,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,0,100,,100,,,,
531341,GUJINV,Y,A,X,0,1,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531340,BERVINL,Y,A,XT,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531338,MILESTONE,Y,A,XT,100,100,100,100,100,100,100,,,100,100,100,100,1,100,100,100,100,,100,,,,
531337,WINPRO,Y,A,Z,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,0,100,,100,,,,
531335,ZYDUSWELL,N,A,A,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531334,VIKALPS,Y,A,XT,0,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531330,DYNMICR,Y,S,P,100,100,100,100,100,100,100,,,100,100,100,100,100,0,100,100,100,,100,,,,
531328,KRETTOSYS,Y,A,XT,0,100,100,100,100,100,100,,,100,100,100,100,2,100,100,100,100,,100,,,,
531327,CHARMS,Y,A,XT,0,100,100,100,100,100,100,,,100,100,100,100,2,100,100,100,100,,100,,,,
531324,ROSELABS,Y,A,XT,100,100,100,100,100,100,100,,,100,100,100,100,1,100,100,100,100,,100,,,,
531323,JAYIND,Y,A,X,0,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531322,HAVISHA,N,A,T,100,100,100,100,100,100,100,,,100,100,100,100,1,100,100,100,100,,100,,,,
531319,MARUTISE,Y,A,XT,2,100,100,100,100,100,100,,,100,100,100,100,100,0,100,100,100,,100,,,,
531314,INTCAPL,Y,A,X,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531310,AVAILFC,Y,A,XT,100,100,100,100,100,100,100,,,100,100,100,100,2,100,100,100,100,,100,,,,
531307,RRIL,Y,A,XT,100,100,100,100,100,100,100,,,100,100,100,100,1,100,100,100,100,,100,,,,
531306,DHPIND,Y,A,X,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
531304,NUTECGLOB,Y,A,X,0,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
