2024-02-22,0,54
1,SENSEX,30
2,BSE100,101
3,BSE200,201
4,BSE500,501
7,BSE CG,27
8,BSE CD,10
10,BSEPSU,56
11,TECK,26
12,BANKEX,10
13,AUTO,16
14,METAL,10
15,OILGAS,10
21,REALTY,10
22,POWER,13
23,BSEIPO,64
25,GREENX,25
26,CARBON,100
27,SMEIPO,67
28,INFRA,30
29,CPSE,57
30,MIDCAP,124
31,SMLCAP,946
32,BSEFMC,77
33,BSE HC,94
34,BSE IT,56
35,MFG,30
36,ALLCAP,1167
37,COMDTY,187
38,CONDIS,283
39,ENERGY,28
40,FINSER,141
41,INDSTR,213
42,LRGCAP,97
43,MIDSEL,30
44,SMLSEL,60
45,TELCOM,17
46,UTILS,25
47,SNSX50,50
48,SNXT50,50
49,BHRT22,22
50,ESG100,52
55,MID150,150
56,SML250,250
57,LMI250,251
58,MSL400,400
59,BSEDSI,62
60,BSEEVI,30
61,BSELVI,30
62,BSEMOI,30
63,BSEQUI,30
64,DFRGRI,53
65,LCTMCI,101
66,BSEPBI,12
67,BSESER,46
1,500247,1431023040
1,532215,2835744520
1,532454,2529163350
1,532174,7007656000
1,500875,8854729500
1,500209,3569340560
1,500510,1208986280
1,500520,957517330
1,532500,132915200
1,532555,4751366340
1,500180,7588844000
1,500696,892844580
1,500325,3450497310
1,500112,3837583160
1,524715,1079674200
1,532540,1024534280
1,500820,450823060
1,532755,624538240
1,507685,1409981040
1,500228,953727060
1,500034,278110350
1,532281,1058329350
1,532978,542466260
1,532187,653070600
1,500790,356739200
1,500114,417259420
1,532538,115474400
1,500570,1794202920
1,532898,4557295960
1,500470,8066155680
2,500850,880648000
2,500469,2428021000
2,500300,375315930
2,500490,43404660
2,505200,139611990
2,533758,191358390
2,541154,187257000
2,539437,3528891500
2,532810,1452044880
2,532343,237543500
2,533179,50770500
2,532648,17542736240
2,543066,294450400
2,500049,3581791710
2,542830,304000000
2,532827,6023160
2,503806,145248250
2,543220,738400800
2,540762,104392260
2,532432,298213910
2,540180,467704800
2,500034,278110350
2,532777,73748880
2,540719,450490500
2,539448,123453440
2,540005,91733960
2,540716,235875840
2,523642,80410540
2,543320,5487877080
2,524715,1079674200
2,532540,1024534280
2,500800,613147920
2,500570,1794202920
2,500400,1693530200
2,500470,8066155680
2,532755,624538240
2,500114,417259420
2,512070,510413440
2,532538,115474400
2,532174,7007656000
2,530965,3812734260
2,532187,653070600
2,500209,3569340560
2,500228,953727060
2,500875,8854729500
2,500247,1431023040
2,500520,957517330
2,532500,132915200
2,532555,4751366340
2,500790,356739200
2,500312,3899886490
2,500510,1208986280
2,500257,241277730
2,532898,4557295960
2,500325,3450497310
2,500295,1189503680
2,511218,277830780
2,500550,89030000
2,500112,3837583160
2,500425,734688650
2,500477,1438702230
2,500820,450823060
2,532215,2835744520
2,532977,113182800
2,532921,712845870
2,500493,256073950
2,500547,954471320
2,532454,2529163350
2,500087,540907750
2,533278,2280209360
2,500830,133273140
2,500096,584771550
2,532488,127425120
2,500124,121755970
2,532155,2695791000
2,532281,1058329350
2,500180,7588844000
2,500182,129926550
2,500440,1460691050
2,532424,378443400
2,500696,892844580
2,540376,149668590
2,500251,223956810
2,507685,1409981040
2,505537,960519000
2,531642,517472000
2,570001,467822760
2,540611,481124880
2,508869,100649500
2,532978,542466260
2,532868,618828000
2,512599,364800320
2,517354,250669600
2,511243,402973440
2,500825,118025320
2,540133,388789470
2,532134,1861690320
2,540777,1075032000
2,533155,382710100
2,500331,152574600
2,500387,9741870
3,502355,81193140
3,540133,388789470
3,505790,40639040
3,500043,64264000
3,541729,100337480
3,542066,274952500
3,532830,118195880
3,512599,364800320
3,539523,34673850
3,533398,108393660
3,505537,960519000
3,500575,231619500
3,507685,1409981040
3,512070,510413440
3,532538,115474400
3,532477,1704863040
3,500165,202095000
3,532478,68745300
3,500660,42351500
3,532281,1058329350
3,500180,7588844000
3,517354,250669600
3,500182,129926550
3,500440,1460691050
3,500104,638346600
3,500696,892844580
3,500188,253519140
3,532174,7007656000
3,500116,537620100
3,532779,168215950
3,500477,1438702230
3,500820,450823060
3,524804,281250720
3,532215,2835744520
3,532977,113182800
3,500034,278110350
3,532978,542466260
3,500490,43404660
3,532134,1861690320
3,532149,1229220360
3,506285,13033180
3,509480,291426750
3,500049,3581791710
3,500493,256073950
3,500547,954471320
3,532454,2529163350
3,534816,835430470
3,508869,100649500
3,500410,80748410
3,532814,350210640
3,526371,1142936340
3,532921,712845870
3,533096,771387800
3,532725,24432300
3,532523,444222000
3,500530,8553260
3,500825,118025320
3,532321,253051000
3,532483,671228100
3,500480,135828000
3,532868,618828000
3,500096,584771550
3,541153,757124880
3,532488,127425120
3,500124,121755970
3,505200,139611990
3,500087,540907750
3,533278,2280209360
3,500830,133273140
3,531344,274182300
3,539448,123453440
3,500425,734688650
3,500469,2428021000
3,532155,2695791000
3,532424,378443400
3,533758,191358390
3,542216,82513200
3,500251,223956810
3,540376,149668590
3,532541,61594000
3,530517,72192310
3,543526,189749940
3,541154,187257000
3,517174,2210500
3,540699,32165100
3,500875,8854729500
3,532822,7788750240
3,524494,136974780
3,532514,350000500
3,532187,653070600
3,532777,73748880
3,500209,3569340560
3,500850,880648000
3,530965,3812734260
3,533148,411169000
3,500228,953727060
3,532286,377432560
3,533155,382710100
3,500247,1431023040
3,500253,302534650
3,500510,1208986280
3,500257,241277730
3,500290,2417370
3,532720,593054400
3,500520,957517330
3,531642,517472000
3,532500,132915200
3,526299,82998960
