New Entries:
| Eastern Logica Infoway Limited      | M                                   | MT                   |
| SYBLY INDUSTRIES LTD.               | XT                                  | X                    |
| Somi Conveyor Beltings Limited      | B                                   | T                    |
| B.C. POWER CONTROLS LTD             | X                                   | XT                   |
| Net Pix Shorts Digital Media L      | MS                                  | TS                   |
| GATI Limited                        | A                                   | B                    |
| S V GLOBAL MILL LTD.                | XT                                  | X                    |
| IFL ENTERPRISES LIMITED             | B                                   | T                    |
| HOWARD HOTELS LTD.                  | XT                                  | X                    |
| JAINCO PROJECTS (INDIA) LTD.        | X                                   | XT                   |
| PARKER AGROCHEM EXPORTS LTD.        | X                                   | XT                   |
| E-Land Apparel Limited              | X                                   | XT                   |
| Shree Krishna Infrastructure L      | M                                   | MT                   |
| M. K. Exim (India) Ltd.             | X                                   | XT                   |
| DVR - Jain Irrigation Systems Limited | T                                   | B                    |
| Ginni Filaments Limited             | T                                   | B                    |
| INNOKAIZ INDIA LIMITED              | M                                   | MT                   |
| CAPITAL TRADE LINKS LTD             | XT                                  | X                    |
| RANDER CORPORATION LTD.             | XT                                  | X                    |
| UCAL LIMITED                        | T                                   | B                    |
| PBA INFRASTRUCTURE LTD.             | B                                   | T                    |
| Flora Corporation Limited           | X                                   | XT                   |
| Suzlon Energy Limited               | T                                   | A                    |
| SIMMONDS MARSHALL LTD.              | XT                                  | X                    |
| Bindal Exports Limited              | M                                   | MT                   |
| SHILP GRAVURES LTD.                 | X                                   | XT                   |
| Suyog Gurbaxani Funicular Rope      | M                                   | MT                   |
| JAYANT INFRATECH LIMITED            | M                                   | MT                   |
| DISHA RESOURCES LIMITED             | X                                   | XT                   |
| PANJON LTD.                         | XT                                  | X                    |
| Aban Offshore Limited               | B                                   | T                    |
| HYPERSOFT TECHNOLOGIES LIMITED      | X                                   | XT                   |
| ORIENT BEVERAGES LTD.               | X                                   | XT                   |
| Eimco Elecon (India) Limited        | B                                   | T                    |
| Newgen Software Technologies Limited | A                                   | T                    |
| KJMC CORPORATE ADVISORS (INDIA      | XT                                  | X                    |
| GTN INDUSTRIES LTD.                 | X                                   | XT                   |
| Madhav Marbles and Granites Limited | B                                   | T                    |
| Coffee Day Enterprises Limited      | A                                   | B                    |
| Lex Nimble Solutions Limited        | M                                   | MT                   |
| Jet Freight Logistics Limited       | T                                   | B                    |
| MADHUR INDUSTRIES LTD.              | X                                   | XT                   |
| ORCHASP LIMITED                     | X                                   | XT                   |
| VIKRAM THERMO (INDIA) LTD.          | XT                                  | X                    |
| Orient Green Power Company Limited  | T                                   | B                    |
| RASI ELECTRODES LTD.                | XT                                  | X                    |
| Piramal Pharma Limited              | B                                   | A                    |
| SHELTER INFRA PROJECTS LTD.         | XT                                  | X                    |
| Kfin Technologies Limited           | B                                   | A                    |
| Thomas Cook  (India)  Limited       | T                                   | B                    |
| VAGHANI TECHNO-BUILD LTD.           | X                                   | XT                   |
| DRC Systems India Limited           | B                                   | T                    |
| Bharat Wire Ropes Limited           | B                                   | T                    |
| Golden Crest Education & Servi      | XT                                  | X                    |
| Energy Development Company Limited  | B                                   | T                    |
| HIND ALUMINIUM INDUSTRIES LTD.      | X                                   | XT                   |
| Diksat Transworld Limited           | M                                   | MT                   |
| YOGI LIMITED                        | X                                   | XT                   |
| Kuberan Global Edu Solutions L      | MS                                  | TS                   |
| PRAG BOSIMI SYNTHETICS LTD.         | X                                   | XT                   |
| CHARTERED CAPITAL & INVESTMENT      | X                                   | XT                   |
| Integrated Capital Services Lt      | X                                   | XT                   |
| Amrapali Fincap Limited             | M                                   | MT                   |
| FLUIDOMAT LTD.                      | XT                                  | X                    |
| HASTI FINANCE LTD.                  | X                                   | XT                   |
| NATIONAL OXYGEN LTD.                | XT                                  | X                    |
| Country Condo's Limited             | B                                   | T                    |
| Sanghvi Brands Limited              | MT                                  | M                    |
| SUPER SALES INDIA LTD.              | XT                                  | X                    |
| LEE & NEE SOFTWARES (EXPORTS)       | X                                   | XT                   |
| Sakuma Exports Limited              | T                                   | B                    |
| HINDUSTAN HARDY LIMITED             | XT                                  | X                    |
| Compucom Software Limited           | B                                   | T                    |
| ACCEL LIMITED                       | XT                                  | X                    |
| CONTAINE TECHNOLOGIES LIMITED       | MT                                  | M                    |
| VCU DATA MANAGEMENT LTD             | X                                   | XT                   |
| VEER ENERGY & INFRASTRUCTURE L      | X                                   | XT                   |
| DECCAN GOLD MINES LTD.              | XT                                  | X                    |
| AVAILABLE FINANCE LTD.              | X                                   | XT                   |
| Baid Finserv Limited                | T                                   | B                    |
| EKAM LEASING & FINANCE CO.LTD.      | XT                                  | X                    |
| IVP Limited                         | B                                   | T                    |
| ADOR MULTIPRODUCTS LTD.             | XT                                  | X                    |
| COSMO FIRST LIMITED                 | A                                   | B                    |
| Vidli Restaurants Limited           | B                                   | T                    |
| LAHOTI OVERSEAS LTD.                | X                                   | XT                   |
| UNIROYAL INDUSTRIES LTD.            | X                                   | XT                   |
| Sandur Manganese & Iron Ores Limited | A                                   | B                    |
| GAYATRI PROJECTS LTD.               | T                                   | Z                    |
| INDIA CEMENTS CAPITAL LTD.          | X                                   | XT                   |
| Kriti Nutrients Limited             | T                                   | B                    |
| CALCOM VISION LTD.                  | XT                                  | X                    |
| KCD INDUSTRIES INDIA LIMITED        | X                                   | XT                   |
| IFB Industries Limited              | A                                   | B                    |
| KANDAGIRI SPINNING MILLS LTD.       | X                                   | XT                   |
| CARNATION INDUSTRIES LTD.           | XT                                  | X                    |
| SPARC ELECTREX LIMITED              | X                                   | XT                   |
| DAULAT SECURITIES LTD.              | X                                   | XT                   |
| Transwarranty Finance Limited       | B                                   | T                    |
| SOM DATT FINANCE CORPORATION L      | XT                                  | X                    |
| SIKA INTERPLANT SYSTEMS LTD.        | XT                                  | X                    |
| JUPITER INFOMEDIA LTD.              | X                                   | XT                   |
| PICCADILY AGRO INDUSTRIES LTD.      | X                                   | XT                   |
| AMRAPALI CAPITAL AND FINANCE S      | M                                   | MT                   |
| RODIUM REALTY LIMITED               | X                                   | XT                   |
| Jindal Poly Films Limited           | A                                   | B                    |
| SHYAMKAMAL INVESTMENTS LTD.         | X                                   | XT                   |
| UFO Moviez India Limited            | T                                   | B                    |
| Amba Enterprises Ltd.               | XT                                  | X                    |
| EASTERN TREADS LTD.                 | XT                                  | X                    |
| EKI Energy Services Limited         | A                                   | B                    |
| WAGEND INFRA VENTURE LIMITED        | X                                   | XT                   |
| TITAN SECURITIES LTD.               | X                                   | XT                   |
| HAWKINS COOKERS LTD.                | A                                   | B                    |
| PRO CLB GLOBAL LIMITED              | XT                                  | X                    |
| Dreamfolks Services Limited         | B                                   | A                    |
| Pavna Industries Limited            | B                                   | T                    |
| Universal Autofoundry Limited       | T                                   | B                    |
| J.A. Finance Limited                | XT                                  | X                    |
| Lorenzini Apparels Limited          | T                                   | B                    |
| Mahalaxmi Rubtech Limited           | B                                   | T                    |
| Windsor Machines Limited            | T                                   | B                    |
| WAAREE TECHNOLOGIES LIMITED         | M                                   | MT                   |
| ICL Organic Dairy Products Lim      | M                                   | MT                   |
| MASTER TRUST LTD.                   | X                                   | XT                   |
| Poddar Housing and Development Limited | B                                   | Z                    |
| PHOTOQUIP INDIA LTD.                | X                                   | XT                   |
| JCT LTD.                            | XT                                  | X                    |
| PROMACT IMPEX LIMITED               | XT                                  | X                    |
| PACIFIC INDUSTRIES LTD.             | X                                   | XT                   |
| Aayush Food And Herbs Limited       | X                                   | XT                   |
| Iris Business Services Limited      | T                                   | B                    |
| DiGiSPICE Technologies Limited      | T                                   | B                    |
| Mirza International Limited         | A                                   | T                    |
| Meson Valves India Limited          | M                                   | MT                   |
| ANJANI FINANCE LTD.                 | X                                   | XT                   |
| PUNJAB COMMUNICATIONS LTD.          | T                                   | B                    |
| KIRAN SYNTEX LTD.                   | XT                                  | X                    |
| SWARNSARITA JEWELS INDIA LIMIT      | XT                                  | X                    |
| Navigant Corporate Advisors Li      | M                                   | MT                   |
| PREMIER CAPITAL SERVICES LTD.       | X                                   | XT                   |
| Delta Industrial Resources Lim      | XT                                  | X                    |
| Pankaj Piyush Trade & Inv. Ltd      | XT                                  | X                    |
| ALPHALOGIC INDUSTRIES LIMITED       | M                                   | MT                   |
| SOFTRAK VENTURE INVESTMENT LTD      | XT                                  | X                    |
| TV18 Broadcast Limited              | A                                   | T                    |
| Sky Gold Limited                    | B                                   | T                    |
| MSR INDIA LTD.                      | XT                                  | X                    |
| ALLIANCE INTEGRATED METALIKS L      | XT                                  | X                    |
| OBJECTONE INFORMATION SYSTEMS       | X                                   | XT                   |
| GROWINGTON VENTURES INDIA LIMI      | M                                   | B                    |
| CINDRELLA HOTELS LTD.               | XT                                  | X                    |
| Global Health Limited               | B                                   | A                    |
| PANORAMA STUDIOS INTERNATIONAL      | X                                   | XT                   |
| Riddhi Corporate Services Limi      | T                                   | B                    |
| Wonderla Holidays Limited           | B                                   | A                    |
| PERMANENT MAGNETS LTD.              | X                                   | B                    |
| LOTUS CHOCOLATE CO.LTD.             | XT                                  | X                    |
| CORAL LABORATORIES LTD.             | X                                   | XT                   |
| SK International Export Limite      | M                                   | MT                   |
| PMC FINCORP LIMITED                 | X                                   | XT                   |
| ASHISH POLYPLAST LTD.               | X                                   | XT                   |
| INDIA HOME LOAN LTD.                | X                                   | XT                   |
| Global Vectra Helicorp Limited      | B                                   | T                    |
| TULSYAN NEC LTD.                    | XT                                  | X                    |
| WAAREE RENEWABLE TECHNOLOGIES       | B                                   | T                    |
| INDIANIVESH LTD.                    | X                                   | XT                   |
| Zenlabs Ethica Limited              | X                                   | XT                   |
| EAST WEST HOLDINGS LIMITED          | X                                   | XT                   |
| North Eastern Carrying Corporation Limited | B                                   | T                    |
| Rithwik Facility Management Se      | M                                   | MT                   |
| Manaksia Steels Limited             | B                                   | T                    |
| Balgopal Commercial limited         | X                                   | XT                   |
| VALLABH STEELS LTD.                 | XT                                  | X                    |
| Retro Green Revolution Limited      | X                                   | XT                   |
| Scan Steels Limited                 | XT                                  | X                    |
| Bang Overseas Limited               | B                                   | T                    |
| Kapil Raj Finance Ltd.              | X                                   | XT                   |
| JAYKAY ENTERPRISES LTD.             | X                                   | XT                   |
| VIRTUAL GLOBAL EDUCATION LTD.       | X                                   | XT                   |
| Hemisphere Properties India Limited | A                                   | B                    |
| Indo Tech Transformers Limited      | T                                   | B                    |
| PANASONIC ENERGY INDIA COMPANY      | XT                                  | X                    |
| Power & Instrumentation (Gujarat) Limited | T                                   | B                    |
| SADHNA BROADCAST LTD                | X                                   | XT                   |
| W S Industries (I) Limited          | T                                   | B                    |
| NELCO Limited                       | A                                   | B                    |
| Chandni Machines Limited            | X                                   | XT                   |
| Waa Solar Limited                   | M                                   | MT                   |
| SDC TECHMEDIA LIMITED               | M                                   | MT                   |
| RAJASTHAN TUBE MANUFACTURING C      | X                                   | XT                   |
| HINDUSTAN ORGANIC CHEMICALS LT      | B                                   | T                    |
| AD-MANUM FINANCE LTD.               | X                                   | XT                   |
| SG MART LIMITED                     | XT                                  | T                    |
| GENPHARMASEC LIMITED                | X                                   | XT                   |
| MUNOTH COMMUNICATION LIMITED        | XT                                  | X                    |
| Nucleus Software Exports Limited    | B                                   | T                    |
| SUPER BAKERS (INDIA) LTD.           | X                                   | XT                   |
| Uday Jewellery Industries Limi      | X                                   | XT                   |
| RDB REALTY & INFRASTRUCTURE LT      | X                                   | XT                   |
| Ranjeet Mechatronics Limited        | M                                   | MT                   |
| Ksolves India Limited               | T                                   | B                    |
| Natural Biocon (India) Limited      | XT                                  | X                    |
| RISHI TECHTEX LTD.                  | X                                   | XT                   |
| Shubham Polyspin Limited            | B                                   | T                    |
| SUNRAJ DIAMOND EXPORTS LTD.         | XT                                  | X                    |
| NATIONAL FITTINGS LIMITED           | X                                   | XT                   |
| GSB FINANCE LTD.                    | X                                   | XT                   |
| TAI INDUSTRIES LTD.                 | X                                   | XT                   |
| SUNIL HEALTHCARE LTD                | X                                   | XT                   |
| GUJARAT INTRUX LTD.                 | X                                   | XT                   |
| CONTINENTAL CONTROLS LTD.           | X                                   | XT                   |
| Regent Enterprises Limited          | X                                   | XT                   |
| Mihika Industries Ltd.              | XT                                  | X                    |
| Concord Control Systems Limite      | M                                   | MT                   |
| Gian Life Care Limited              | T                                   | B                    |
| Walchandnagar Industries Limited    | T                                   | B                    |
| APOLLO FINVEST (INDIA) LTD.         | X                                   | XT                   |
| Pyxis Finvest Limited               | M                                   | MT                   |
| Tera Software Limited               | B                                   | T                    |
| Citizen Infoline Ltd.               | XT                                  | X                    |
| JD ORGOCHEM LTD.                    | X                                   | XT                   |
| INDIAN SUCROSE LTD.                 | XT                                  | X                    |
| ENTERPRISE INTERNATIONAL LTD.       | X                                   | XT                   |
| Fone4 Communications (India) L      | M                                   | MT                   |
| Kilitch Drugs (India) Limited       | T                                   | B                    |
| Khaitan (India) Limited             | T                                   | B                    |
| Canopy Finance Limited              | X                                   | XT                   |
| ROSELABS FINANCE LTD.               | X                                   | XT                   |
| Shree Ajit Pulp And Paper Ltd.      | X                                   | XT                   |
| NDL Ventures Limited                | T                                   | B                    |
| Lumax Auto Technologies Limited     | B                                   | A                    |
| Rajshree Sugars & Chemicals Limited | T                                   | B                    |
| VELJAN DENISON LIMITED              | XT                                  | X                    |
| MEGA CORPORATION LTD.               | X                                   | XT                   |
| SUPER FINE KNITTERS LIMITED         | M                                   | MT                   |
| SM Auto Stamping Limited            | M                                   | MT                   |
| TARC Limited                        | B                                   | T                    |
| Premier Explosives Limited          | T                                   | B                    |
| Sula Vineyards Limited              | B                                   | A                    |
| Kaynes Technology India Limited     | B                                   | A                    |
| Intense Technologies Limited        | B                                   | T                    |
| Symbiox Investment & Trading C      | XT                                  | X                    |
| SIBAR AUTO PARTS LTD.               | X                                   | XT                   |
| UNITED CREDIT LTD.                  | X                                   | XT                   |
| Gautam Exim Limited                 | M                                   | MT                   |
| Shyam Century Ferrous Limited       | B                                   | T                    |
| AADI INDUSTRIES LTD.                | X                                   | XT                   |
| Tarsons Products Limited            | A                                   | B                    |
| CATVISION  LIMITED                  | X                                   | XT                   |
| BEST AGROLIFE LIMITED               | B                                   | A                    |
| DUKE OFFSHORE LTD.                  | XT                                  | X                    |
| G.K.CONSULTANTS LTD.                | XT                                  | X                    |
| Shantai Industries Limited          | X                                   | XT                   |
| PATIDAR BUILDCON LIMITED            | X                                   | XT                   |
| Gallantt Ispat Limited              | B                                   | T                    |
| MUNOTH FINANCIAL SERVICES LTD.      | XT                                  | X                    |
| Shree Ganesh Biotech (India) L      | X                                   | XT                   |
| Sungold Media and Entertainmen      | M                                   | MT                   |
| V2 Retail Limited                   | T                                   | B                    |
| CHANDRA PRABHU INTERNATIONAL L      | X                                   | XT                   |
| Cosmic CRF Limited                  | M                                   | MT                   |
| STELLAR CAPITAL SERVICES LTD        | M                                   | MT                   |
| SALORA INTERNATIONAL LTD.           | XT                                  | X                    |
| ALFAVISION OVERSEAS (INDIA) LT      | XT                                  | X                    |
| POLYLINK POLYMERS (INDIA) LTD.      | X                                   | XT                   |
| PRABHHANS INDUSTRIES LIMITED        | XT                                  | X                    |
| TRICOM FRUIT PRODUCTS LIMITED       | X                                   | XT                   |
| Sonalis Consumer Products Limi      | M                                   | MT                   |
| ANNA INFRASTRUCTURES LTD.           | X                                   | XT                   |
| Scintilla Commercial & Credit       | X                                   | XT                   |
| Nila Infrastructures Limited        | T                                   | B                    |
| CG-VAK SOFTWARE & EXPORTS LTD.      | XT                                  | X                    |
| INDIAN INFOTECH & SOFTWARE LTD      | X                                   | XT                   |
| P.M.TELELINNKS LTD.                 | X                                   | XT                   |
| Shri Keshav Cements and Infra       | X                                   | XT                   |
| Srestha Finvest Limited             | XT                                  | X                    |
| PSP Projects Limited                | A                                   | B                    |
| Bondada Engineering Limited         | M                                   | MT                   |
| Essar Shipping Limited              | T                                   | B                    |
| GUJARAT NATURAL RESOURCES LIMI      | X                                   | XT                   |
| Niraj Cement Structurals Limited    | T                                   | B                    |
| GUJARAT THEMIS BIOSYN LTD.          | B                                   | T                    |
| GUJARAT CRAFT INDUSTRIES LTD.       | X                                   | XT                   |
| NAGPUR POWER & INDUSTRIES LTD.      | XT                                  | X                    |
| MACHINO PLASTICS LTD.               | XT                                  | X                    |
| SAM INDUSTRIES LTD.                 | XT                                  | X                    |
| KOVILPATTI LAKSHMI ROLLER FLOU      | XT                                  | X                    |
| VISION CINEMAS LTD.                 | XT                                  | X                    |
| Jupiter Wagons Limited              | B                                   | A                    |
| UNIJOLLY INVESTMENTS CO.LTD.        | X                                   | XT                   |
| Williamson Magor & Company Limited  | B                                   | T                    |
| Mehai Technology  Limited           | B                                   | T                    |
| Shashijit Infraprojects Limite      | B                                   | T                    |
| JLA Infraville Shoppers Limite      | M                                   | MT                   |
| Sambhaav Media Limited              | T                                   | B                    |
| KOTHARI FERMENTATION & BIOCHEM      | XT                                  | X                    |
| MFL INDIA LTD.                      | X                                   | XT                   |
| M K Proteins Limited                | B                                   | T                    |
| RUDRA GLOBAL INFRA PRODUCTS LI      | XT                                  | X                    |
| THAKRAL SERVICES (INDIA) LTD.       | X                                   | XT                   |
| SELLWIN TRADERS LIMITED             | X                                   | XT                   |
| Tamil Nadu Newsprint & Papers Limited | A                                   | B                    |
| Mystic Electronics Limited          | X                                   | XT                   |
| Visco Trade Associates Ltd          | X                                   | XT                   |
| Duncan Engineering Limited          | XT                                  | X                    |
| STERLING GREEN WOODS LTD.           | XT                                  | X                    |
| ESAAR (INDIA) LTD.                  | X                                   | XT                   |
| SUGAL & DAMANI SHARE BROKERS L      | X                                   | XT                   |
| BERYL DRUGS LTD.                    | XT                                  | X                    |
| Shradha AI Technologies Limite      | X                                   | XT                   |
| Bikaji Foods International Limited  | B                                   | A                    |
| Bhartiya International Limited      | B                                   | T                    |
| ECOBOARD INDUSTRIES LTD.            | XT                                  | X                    |
| DCW Limited                         | A                                   | B                    |
| 7SEAS ENTERTAINMENT LIMITED         | X                                   | XT                   |
| Genus Power Infrastructures Limited | B                                   | A                    |
| Valencia Nutrition Limited          | MS                                  | TS                   |
| WSFX Global Pay Limited             | XT                                  | X                    |
| Apoorva Leasing Finance & Inve      | X                                   | XT                   |
| Fairchem Organics Limited           | A                                   | B                    |
| SAWACA BUSINESS MACHINES LTD.       | X                                   | XT                   |
| Aro Granite Industries Limited      | T                                   | B                    |
| VALIANT COMMUNICATIONS LTD.         | XT                                  | X                    |
| JBM Auto Limited                    | T                                   | A                    |
| BETEX INDIA LTD.                    | X                                   | XT                   |
| MODISON LIMITED                     | T                                   | B                    |
| Manomay Tex India Limited           | B                                   | T                    |
| RIBA TEXTILES LTD.                  | X                                   | XT                   |
| SHRISTI INFRASTRUCTURE DEVELOP      | X                                   | XT                   |
| SQUARE FOUR PROJECTS INDIA LIM      | X                                   | XT                   |
| QUASAR INDIA LTD                    | XT                                  | X                    |
| Akar Auto Industries Limited        | X                                   | XT                   |
| Vibrant Global Capital Limited      | X                                   | XT                   |
| Spandana Sphoorty Financial Limited | B                                   | A                    |
| TUNI TEXTILE MILLS LTD.             | X                                   | XT                   |
| ONE GLOBAL SERVICE PROVIDER LI      | XT                                  | X                    |
| INSOLATION ENERGY LIMITED           | M                                   | MT                   |
| PRISMX GLOBAL VENTURES LIMITED      | XT                                  | X                    |
| Zeal Aqua Limited                   | B                                   | T                    |
| SHREE PRECOATED STEELS LTD.         | X                                   | XT                   |
| Surana Telecom and Power Limited    | B                                   | T                    |
| Loyal Equipments Limited            | X                                   | XT                   |
| MRC AGROTECH LIMITED                | T                                   | B                    |
| Jigar Cables Limited                | M                                   | MT                   |
| JAYSHREE CHEMICALS LTD.             | X                                   | XT                   |
| DCM  Limited                        | T                                   | B                    |
| DECO-MICA LTD.                      | XT                                  | X                    |
| MAURIA UDYOG LIMITED                | XT                                  | X                    |
| GOGIA CAPITAL SERVICES LIMITED      | XT                                  | X                    |
| Kashyap Tele-Medicines Limited      | X                                   | XT                   |
| Tilaknagar Industries Limited       | B                                   | A                    |
| KAYCEE INDUSTRIES LTD.              | X                                   | XT                   |
| Patel Engineering Limited           | B                                   | A                    |
| Ridings Consulting Engineers I      | M                                   | MT                   |
| Zodiac Energy Limited               | B                                   | T                    |
| Vikas Lifecare Limited              | B                                   | T                    |
| GEE LTD.                            | X                                   | Z                    |
| Axita Cotton Limited                | T                                   | B                    |
| Fiem Industries Limited             | A                                   | B                    |
| WALCHAND PEOPLEFIRST LTD.           | XT                                  | X                    |
| INVESTMENT & PRECISION CASTING      | X                                   | XT                   |
| PG Electroplast Limited             | B                                   | A                    |
| Next Mediaworks Limited             | B                                   | T                    |
| Dc Infotech And Communication Limited | T                                   | B                    |
| Shreyans Industries Limited         | T                                   | B                    |
| A.F. ENTERPRISES LTD                | XT                                  | X                    |
| Bizotic Commercial Limited          | M                                   | MT                   |
| SRI KPR INDUSTRIES LTD.             | X                                   | XT                   |
| CHARTERED LOGISTICS LTD.            | X                                   | XT                   |
| OSIAJEE TEXFAB LIMITED              | X                                   | XT                   |
| TRANS INDIA HOUSE IMPEX LIMITE      | X                                   | XT                   |
| VENLON ENTERPRISES LTD.             | X                                   | XT                   |
| Shah Metacorp Limited               | B                                   | T                    |
| Sanghi Industries Limited           | T                                   | B                    |
| Prakash Industries Limited          | T                                   | B                    |
| Venus Pipes & Tubes Limited         | B                                   | A                    |
| NATIONAL PLASTIC TECHNOLOGIES       | XT                                  | X                    |
| CLIO INFOTECH LTD.                  | X                                   | XT                   |
| AGS Transact Technologies Limited   | B                                   | T                    |
| Industrial Investment Trust Limited | B                                   | T                    |
| TTI ENTERPRISE LTD                  | X                                   | XT                   |
| Inventure Growth & Securities Limited | B                                   | T                    |
| POLYCHEM LTD.                       | XT                                  | X                    |
| Shivam Autotech Limited             | T                                   | B                    |
| Tamilnad Mercantile Bank Limited    | B                                   | A                    |
| SATCHMO HOLDINGS LIMITED            | XT                                  | X                    |
| Apcotex Industries Limited          | A                                   | B                    |
| ELEGANT MARBLES & GRANI INDUST      | X                                   | XT                   |
| CENTENIAL SURGICAL SUTURE LTD.      | XT                                  | X                    |
| California Software Company Limited | B                                   | T                    |
| DENIS CHEM LAB LTD                  | XT                                  | X                    |
| Kohinoor Foods Limited              | B                                   | T                    |
| Johnson Controls - Hitachi Air Conditioning India Limited | A                                   | B                    |
| Reliance Infrastructure Limited     | T                                   | A                    |
| Reliance Power Limited              | A                                   | T                    |
| SAINIK FINANCE & INDUSTRIES LT      | X                                   | XT                   |
| MPL PLASTICS LTD.                   | XT                                  | X                    |
| RDB RASAYANS LTD.                   | XT                                  | X                    |
| Malu Paper Mills Limited            | B                                   | T                    |
| Mahanagar Telephone Nigam Limited   | A                                   | B                    |
| GCM COMMODITY & DERIVATIVES LT      | M                                   | MT                   |
| VAMA INDUSTRIES LTD.                | XT                                  | X                    |
| Tirupati Tyres Ltd.                 | X                                   | XT                   |
| Abhinav Leasing & Finance Limi      | XT                                  | X                    |
| Tranway Technologies Limited        | MS                                  | TS                   |
| WINSOME TEXTILE INDUSTRIES LTD      | B                                   | X                    |
| Archean Chemical Industries Limited | B                                   | A                    |
| WARDWIZARD INNOVATIONS AND MOB      | A                                   | B                    |
| Coral India Finance & Housing Limited | B                                   | T                    |
| V R FILMS & STUDIOS LIMITED         | M                                   | B                    |
| WELCAST STEELS LTD.                 | X                                   | XT                   |
| MOHITE INDUSTRIES LIMITED           | X                                   | XT                   |
| NUTECH GLOBAL LTD.                  | XT                                  | X                    |
| Bharat Parenterals Limited          | XT                                  | X                    |
| KIDUJA INDIA LTD.                   | X                                   | XT                   |
| ADARSH PLANT PROTECT LTD.           | XT                                  | X                    |
| B.N.RATHI SECURITIES LTD.           | XT                                  | X                    |
| SABOO SODIUM CHLORO LTD.            | XT                                  | X                    |
| Suven Life Sciences Limited         | B                                   | T                    |
| MINAXI TEXTILES LTD.                | X                                   | XT                   |
| GTV Engineering Limited             | X                                   | XT                   |
| Five-Star Business Finance Limited  | B                                   | A                    |
| PRO FIN CAPITAL SERVICES LTD.       | X                                   | XT                   |
| Aspira Pathlab & Diagnostics L      | XT                                  | X                    |
| MAESTROS ELECTRONICS & TELECOM      | XT                                  | X                    |
| Aptech Limited                      | B                                   | A                    |
| MENON PISTONS LTD.                  | XT                                  | X                    |
| Delta Manufacturing Limited         | T                                   | B                    |
| GENESIS IBRC INDIA LIMITED          | XT                                  | X                    |
| ASIT C.MEHTA FINANCIAL SERVICE      | X                                   | XT                   |
| Dhani Services Limited              | T                                   | A                    |
| CARYSIL LIMITED                     | A                                   | B                    |
| Saptak Chem And Business Limit      | XT                                  | X                    |
| Dhabriya Polywood Limited           | XT                                  | X                    |
| PEE CEE COSMA SOPE LTD.             | XT                                  | X                    |
| HOV Services Limited                | B                                   | T                    |
| Yash Chemex Limited                 | B                                   | X                    |
| QUANTUM BUILD-TECH LTD              | X                                   | XT                   |
| Orient Press Limited                | T                                   | B                    |
| SKYLINE MILLARS LTD.                | X                                   | XT                   |
| AMBALAL SARABHAI ENTERPRISES L      | XT                                  | X                    |
| Urja Global Limited                 | B                                   | T                    |
| Lasa Supergenerics Limited          | T                                   | B                    |
| PRADHIN LIMITED                     | X                                   | XT                   |
| Vaxfab Enterprises Limited          | XT                                  | X                    |
| Bhagyanagar India Limited           | T                                   | B                    |
| RIDDHI SIDDHI GLUCO BIOLS LTD.      | X                                   | XT                   |
| Medico Intercontinental Limite      | X                                   | XT                   |
| Man Infraconstruction Limited       | B                                   | A                    |
| Classic Filaments Limited           | XT                                  | X                    |
| HINDOOSTAN MILLS LTD.               | X                                   | XT                   |
| Cinevista Limited                   | T                                   | B                    |
| Xelpmoc Design And Tech Limited     | B                                   | T                    |
| JMD Ventures Limited                | X                                   | XT                   |
| KISAN MOULDINGS LTD.                | XT                                  | X                    |
| Kwality Pharmaceuticals Limite      | B                                   | T                    |
| MM RUBBER COMPANY LTD.              | X                                   | XT                   |
| Inox Wind Energy Limited            | B                                   | T                    |
| VALSON INDUSTRIES LTD.              | X                                   | XT                   |
| RO Jewels Limited                   | B                                   | T                    |
| MBL Infrastructure Limited          | B                                   | T                    |
| BILCARE LTD.                        | XT                                  | X                    |
| NEO INFRACON LTD.                   | XT                                  | X                    |
| UNI ABEX ALLOY PRODUCTS LTD.        | XT                                  | X                    |
| PRAVEG LIMITED                      | X                                   | B                    |
| 63 moons technologies limited       | B                                   | T                    |
| RISHI LASER LTD.                    | X                                   | XT                   |
| SHARPLINE BROADCAST LIMITED         | X                                   | XT                   |
| Harsha Engineers International Limited | A                                   | B                    |
| Primo Chemicals Limited             | A                                   | B                    |
| Sindhu Trade Links Limited          | T                                   | B                    |
| KUWER INDUSTRIES LTD.               | XT                                  | X                    |
| Keynote Financial Services Limited  | T                                   | B                    |
| Blue Cloud Softech Solutions L      | XT                                  | X                    |
| Milestone Furniture Limited         | M                                   | MT                   |
| Focus Business Solution Limite      | M                                   | MT                   |
| EVEXIA LIFECARE LIMITED             | X                                   | XT                   |
| FLEX FOODS LTD.                     | XT                                  | X                    |
| HAZOOR MULTI PROJECTS LTD.          | X                                   | XT                   |
| FAMILY CARE HOSPITALS LIMITED       | XT                                  | X                    |
| QUADRANT TELEVENTURES LIMITED       | XT                                  | X                    |
| Vaswani Industries Limited          | T                                   | B                    |
| Akshar Spintex Limited              | B                                   | T                    |
| PAUSHAK LTD.                        | A                                   | B                    |
| NMDC Steel Limited                  | B                                   | A                    |
| Rane Engine Valve Limited           | T                                   | B                    |
| CRESSANDA SOLUTIONS LTD.            | A                                   | B                    |
| Vivaa Tradecom Limited              | MT                                  | M                    |
| SANMIT INFRA LIMITED                | B                                   | T                    |
| Avonmore Capital & Management Services Limited | T                                   | B                    |
| SRU Steels Limited                  | XT                                  | X                    |
